@_fa,affiliation,article-number,citedby-count,dc:creator,dc:identifier,dc:title,eid,freetoread,freetoreadLabel,link,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:isbn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,"[{'@_fa': 'true', 'affilname': 'University of Northumbria', 'affiliation-city': 'Newcastle', 'affiliation-country': 'United Kingdom'}]",103195,2,Luger J.,SCOPUS_ID:85203009735,‘Where #freedom and #patriotism live:’ Linking digital media to far-right geographies,2-s2.0-85203009735,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203009735'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203009735?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203009735&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203009735&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0962629824001446'}]",1,True,S0962629824001446,Journal,2024-10-01,October 2024,10.1016/j.polgeo.2024.103195,,,09626298,,,Political Geography,https://api.elsevier.com/content/abstract/scopus_id/85203009735,114,,22857,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'The University of Tennessee, Knoxville', 'affiliation-city': 'Knoxville', 'affiliation-country': 'United States'}]",,2,Aslam Z.,SCOPUS_ID:85190418189,A new clustering-based semi-supervised method to restrict the users from anomalous electricity consumption: supporting urbanization,2-s2.0-85190418189,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190418189'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190418189?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190418189&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190418189&origin=inward'}]",0,False,,Journal,2024-10-01,October 2024,10.1007/s00202-024-02362-3,14320487,,09487921,5,6431-6448,Electrical Engineering,https://api.elsevier.com/content/abstract/scopus_id/85190418189,106,,16065,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Wuhan University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",105519,2,Yuan C.,SCOPUS_ID:85196495454,Urban energy transition in renewable energy management considering policy and law challenges and opportunities in the pursuit of clean and sustainable urban environments,2-s2.0-85196495454,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196495454'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196495454?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196495454&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196495454&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670724003457'}]",0,False,S2210670724003457,Journal,2024-09-15,15 September 2024,10.1016/j.scs.2024.105519,,,22106707,,,Sustainable Cities and Society,https://api.elsevier.com/content/abstract/scopus_id/85196495454,111,,19700194105,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Kaunas University of Technology', 'affiliation-city': 'Kaunas', 'affiliation-country': 'Lithuania'}]",8032,2,Shahrabani M.M.N.,SCOPUS_ID:85205257175,An AI-Based Evaluation Framework for Smart Building Integration into Smart City,2-s2.0-85205257175,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205257175'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205257175?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205257175&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205257175&origin=inward'}]",1,True,,Journal,2024-09-01,September 2024,10.3390/su16188032,20711050,,,18,,Sustainability (Switzerland),https://api.elsevier.com/content/abstract/scopus_id/85205257175,16,,21100240100,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Universitatea Tehnica din Cluj-Napoca', 'affiliation-city': 'Cluj Napoca', 'affiliation-country': 'Romania'}, {'@_fa': 'true', 'affilname': 'Bitdefender', 'affiliation-city': 'Bucharest', 'affiliation-country': 'Romania'}]",5601,0,Portase R.M.,SCOPUS_ID:85203868395,SpecRep: Adversary Emulation Based on Attack Objective Specification in Heterogeneous Infrastructures,2-s2.0-85203868395,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203868395'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203868395?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203868395&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203868395&origin=inward'}]",1,True,,Journal,2024-09-01,September 2024,10.3390/s24175601,14248220,,,17,,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85203868395,24,39275512,130124,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'The Hong Kong University of Science and Technology (Guangzhou)', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Southern University of Science and Technology', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'City University of Hong Kong', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}]",,2,Zhu Y.,SCOPUS_ID:85203713682,ControlTraj: Controllable Trajectory Generation with Topology-Constrained Diffusion Model,2-s2.0-85203713682,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203713682'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203713682?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203713682&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203713682&origin=inward'}]",0,False,,Conference Proceeding,2024-08-24,24 August 2024,10.1145/3637528.3671866,,"[{'@_fa': 'true', '$': '[9798400704901]'}]",2154817X,,4676-4687,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,https://api.elsevier.com/content/abstract/scopus_id/85203713682,,,21101222661,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'South China University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'The University of Hong Kong', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}]",,1,Li Z.,SCOPUS_ID:85203709974,UrbanGPT: Spatio-Temporal Large Language Models,2-s2.0-85203709974,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203709974'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203709974?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203709974&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203709974&origin=inward'}]",0,False,,Conference Proceeding,2024-08-24,24 August 2024,10.1145/3637528.3671578,,"[{'@_fa': 'true', '$': '[9798400704901]'}]",2154817X,,5351-5362,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,https://api.elsevier.com/content/abstract/scopus_id/85203709974,,,21101222661,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'The Hong Kong University of Science and Technology (Guangzhou)', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",,0,Li J.,SCOPUS_ID:85203684562,Graph Intelligence with Large Language Models and Prompt Learning,2-s2.0-85203684562,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203684562'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203684562?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203684562&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203684562&origin=inward'}]",1,True,,Conference Proceeding,2024-08-24,24 August 2024,10.1145/3637528.3671456,,"[{'@_fa': 'true', '$': '[9798400704901]'}]",2154817X,,6545-6554,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,https://api.elsevier.com/content/abstract/scopus_id/85203684562,,,21101222661,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Binghamton University State University of New York', 'affiliation-city': 'Binghamton', 'affiliation-country': 'United States'}]",,1,Zhao X.,SCOPUS_ID:85203673565,Urban-Focused Multi-Task Offline Reinforcement Learning with Contrastive Data Sharing,2-s2.0-85203673565,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203673565'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203673565?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203673565&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203673565&origin=inward'}]",1,True,,Conference Proceeding,2024-08-24,24 August 2024,10.1145/3637528.3671823,,"[{'@_fa': 'true', '$': '[9798400704901]'}]",2154817X,,4512-4523,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,https://api.elsevier.com/content/abstract/scopus_id/85203673565,,,21101222661,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Key Laboratory of New Technology for Construction of Cities in Mountain Area, MOE', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Yunnan University', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",6320,1,Yang Y.,SCOPUS_ID:85200721701,Metro Stations as Catalysts for Land Use Patterns: Evidence from Wuhan Line 11,2-s2.0-85200721701,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200721701'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200721701?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200721701&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200721701&origin=inward'}]",1,True,,Journal,2024-08-01,August 2024,10.3390/su16156320,20711050,,,15,,Sustainability (Switzerland),https://api.elsevier.com/content/abstract/scopus_id/85200721701,16,,21100240100,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Southwest Jiaotong University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",114295,2,Hou D.,SCOPUS_ID:85194952566,Conditional generative adversarial networks for image-based sunlight analysis of residential blocks,2-s2.0-85194952566,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85194952566'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85194952566?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194952566&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194952566&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378778824004110'}]",0,False,S0378778824004110,Journal,2024-08-01,1 August 2024,10.1016/j.enbuild.2024.114295,,,03787788,,,Energy and Buildings,https://api.elsevier.com/content/abstract/scopus_id/85194952566,316,,29359,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'The University of Hong Kong', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}]",104103,0,Jiang F.,SCOPUS_ID:85191333563,Estimating and explaining regional land value distribution using attention-enhanced deep generative models,2-s2.0-85191333563,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85191333563'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85191333563?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191333563&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85191333563&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0166361524000319'}]",0,False,S0166361524000319,Journal,2024-08-01,August 2024,10.1016/j.compind.2024.104103,,,01663615,,,Computers in Industry,https://api.elsevier.com/content/abstract/scopus_id/85191333563,159-160,,19080,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Tampere University', 'affiliation-city': 'Tampere', 'affiliation-country': 'Finland'}]",47,0,Zhao H.,SCOPUS_ID:85200371526,Evaluating Cyber Security Dashboards for Smart Cities and Buildings: Enhancing User Modeling with LLMs,2-s2.0-85200371526,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200371526'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200371526?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200371526&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200371526&origin=inward'}]",0,False,,Conference Proceeding,2024-07-30,30 July 2024,10.1145/3664476.3670943,,"[{'@_fa': 'true', '$': '[9798400717185]'}]",,,,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85200371526,,,21101240658,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'RUDN University', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",105380,2,Huang J.,SCOPUS_ID:85191654290,Energy efficiency security in urban areas: Challenges and implementation,2-s2.0-85191654290,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85191654290'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85191654290?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191654290&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85191654290&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670724002087'}]",0,False,S2210670724002087,Journal,2024-07-15,15 July 2024,10.1016/j.scs.2024.105380,,,22106707,,,Sustainable Cities and Society,https://api.elsevier.com/content/abstract/scopus_id/85191654290,107,,19700194105,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Universität des Saarlandes', 'affiliation-city': 'Saarbrucken', 'affiliation-country': 'Germany'}]",16,1,Karren K.,SCOPUS_ID:85199501047,Improving Conversational User Interfaces for Citizen Complaint Management through enhanced Contextual Feedback,2-s2.0-85199501047,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85199501047'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85199501047?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199501047&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199501047&origin=inward'}]",0,False,,Conference Proceeding,2024-07-08,8 July 2024,10.1145/3640794.3665562,,"[{'@_fa': 'true', '$': '[9798400705113]'}]",,,,"Proceedings of the 6th Conference on ACM Conversational User Interfaces, CUI 2024",https://api.elsevier.com/content/abstract/scopus_id/85199501047,,,21101238410,cp,Conference Paper
